tier,ps,ki,incident_id,field,comparison,extracted,ground_truth
Opus,PS1,KI2,2026-04-02-6589,harm.harm_type,correct,rights violation,rights violation
Opus,PS1,KI2,2026-04-02-6589,harm.severity,correct,significant,significant
Opus,PS1,KI2,2026-04-02-6589,event.event_date,correct,2026-04-02,2026-04-02
Opus,PS1,KI2,2026-04-02-6589,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI2,2026-04-02-6589,ai_system.developer,correct,Nota,Nota
Opus,PS1,KI2,2026-04-02-6589,ai_system.deployer,correct,Nota,Nota
Opus,PS1,KI2,2026-04-02-6589,event.event_location,correct,United States,United States
Opus,PS1,KI2,2026-04-02-6589,harm.affected_parties,correct,local journalists whose work was plagiarized and whose photos were used without permission,local journalists
Opus,PS1,KI2,2026-04-01-0b4d,event.event_type,correct,AI hazard,AI hazard
Opus,PS1,KI2,2026-04-01-0b4d,ai_system.system_type,correct,decision support,decision support
Opus,PS1,KI2,2026-04-01-0b4d,harm.harm_type,correct,physical,physical
Opus,PS1,KI2,2026-04-01-0b4d,harm.severity,incorrect,moderate,minor
Opus,PS1,KI2,2026-04-01-0b4d,event.event_date,correct,2026-04-01,2026-04-01
Opus,PS1,KI2,2026-04-01-0b4d,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI2,2026-04-01-0b4d,ai_system.developer,true_negative,not stated,not stated
Opus,PS1,KI2,2026-04-01-0b4d,ai_system.deployer,correct,NYC Health + Hospitals,NYC Health + Hospitals
Opus,PS1,KI2,2026-04-01-0b4d,event.event_location,correct,United States,"New York City, United States"
Opus,PS1,KI2,2026-04-01-0b4d,harm.affected_parties,correct,patients relying on radiology services at NYC Health + Hospitals,patients
Opus,PS1,KI2,2026-04-01-9e43,event.event_type,correct,AI hazard,AI hazard
Opus,PS1,KI2,2026-04-01-9e43,ai_system.system_type,correct,other,other
Opus,PS1,KI2,2026-04-01-9e43,harm.harm_type,correct,other,other
Opus,PS1,KI2,2026-04-01-9e43,harm.severity,incorrect,moderate,severe
Opus,PS1,KI2,2026-04-01-9e43,event.event_date,correct,2026-04-01,2026-04-01
Opus,PS1,KI2,2026-04-01-9e43,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI2,2026-04-01-9e43,ai_system.developer,true_negative,not stated,not stated
Opus,PS1,KI2,2026-04-01-9e43,ai_system.deployer,true_negative,not stated,not stated
Opus,PS1,KI2,2026-04-01-9e43,event.event_location,correct,United States,United States
Opus,PS1,KI2,2026-04-01-9e43,harm.affected_parties,true_negative,not stated,not stated
Opus,PS1,KI2,2026-04-01-2782,event.event_type,incorrect,AI hazard,AI incident
Opus,PS1,KI2,2026-04-01-2782,ai_system.system_type,correct,autonomous vehicle,autonomous vehicle
Opus,PS1,KI2,2026-04-01-2782,harm.harm_type,incorrect,other,physical
Opus,PS1,KI2,2026-04-01-2782,harm.severity,incorrect,moderate,minor
Opus,PS1,KI2,2026-04-01-2782,event.event_date,correct,2026-04-01,2026-04-01
Opus,PS1,KI2,2026-04-01-2782,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI2,2026-04-01-2782,ai_system.developer,correct,"Tesla, Inc.",Tesla
Opus,PS1,KI2,2026-04-01-2782,ai_system.deployer,correct,"Tesla, Inc.",Tesla
Opus,PS1,KI2,2026-04-01-2782,event.event_location,correct,United States,United States
Opus,PS1,KI2,2026-04-01-2782,harm.affected_parties,incorrect,public/robotaxi passengers,"passengers, pedestrians"
Opus,PS1,KI2,2026-04-01-e72a,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI2,2026-04-01-e72a,ai_system.system_type,correct,generative AI,generative AI
Opus,PS1,KI2,2026-04-01-e72a,harm.harm_type,correct,economic,economic
Opus,PS1,KI2,2026-04-01-e72a,harm.severity,incorrect,significant,moderate
Opus,PS1,KI2,2026-04-01-e72a,event.event_date,correct,2026-04-01,2026-04-01
Opus,PS1,KI2,2026-04-01-e72a,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI2,2026-04-01-e72a,ai_system.developer,true_negative,not stated,not stated
Opus,PS1,KI2,2026-04-01-e72a,ai_system.deployer,true_negative,not stated,not stated
Opus,PS1,KI2,2026-04-01-e72a,event.event_location,correct,United States,United States
Opus,PS1,KI2,2026-04-01-e72a,harm.affected_parties,correct,"Apple, app developers, App Store users","app developers, Apple"
Opus,PS1,KI2,2026-03-31-1326,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI2,2026-03-31-1326,ai_system.system_type,correct,generative AI,generative AI
Opus,PS1,KI2,2026-03-31-1326,harm.harm_type,correct,rights violation,rights violation
Opus,PS1,KI2,2026-03-31-1326,harm.severity,correct,moderate,moderate
Opus,PS1,KI2,2026-03-31-1326,event.event_date,correct,2026-03-31,2026-03-31
Opus,PS1,KI2,2026-03-31-1326,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI2,2026-03-31-1326,ai_system.developer,true_negative,not stated,not stated
Opus,PS1,KI2,2026-03-31-1326,ai_system.deployer,hallucinated,Alex Preston,not stated
Opus,PS1,KI2,2026-03-31-1326,event.event_location,correct,United States,United States
Opus,PS1,KI2,2026-03-31-1326,harm.affected_parties,incorrect,"The Guardian, The New York Times","The Guardian, original reviewer"
Opus,PS1,KI2,2026-03-31-f6f8,event.event_type,incorrect,AI hazard,AI incident
Opus,PS1,KI2,2026-03-31-f6f8,ai_system.system_type,correct,ai agent,ai agent
Opus,PS1,KI2,2026-03-31-f6f8,harm.harm_type,incorrect,other,rights violation
Opus,PS1,KI2,2026-03-31-f6f8,harm.severity,incorrect,severe,significant
Opus,PS1,KI2,2026-03-31-f6f8,event.event_date,correct,2026-03-31,2026-03-31
Opus,PS1,KI2,2026-03-31-f6f8,ai_system.name,correct,Vertex AI Agent Engine,Vertex AI Agent Engine
Opus,PS1,KI2,2026-03-31-f6f8,ai_system.developer,correct,Google,Google
Opus,PS1,KI2,2026-03-31-f6f8,ai_system.deployer,correct,Google,Google Cloud
Opus,PS1,KI2,2026-03-31-f6f8,event.event_location,correct,United States,United States
Opus,PS1,KI2,2026-03-31-f6f8,harm.affected_parties,correct,Google Cloud customers and Google itself,Google Cloud customers
Opus,PS1,KI2,2026-03-31-c2e0,event.event_type,correct,AI hazard,AI hazard
Opus,PS1,KI2,2026-03-31-c2e0,ai_system.system_type,correct,autonomous vehicle,autonomous vehicle
Opus,PS1,KI2,2026-03-31-c2e0,harm.harm_type,incorrect,other,physical
Opus,PS1,KI2,2026-03-31-c2e0,harm.severity,correct,moderate,moderate
Opus,PS1,KI2,2026-03-31-c2e0,event.event_date,correct,2026-03-31,2026-03-31
Opus,PS1,KI2,2026-03-31-c2e0,ai_system.name,correct,Lumberjack,Lumberjack
Opus,PS1,KI2,2026-03-31-c2e0,ai_system.developer,correct,Northrop Grumman,Northrop Grumman
Opus,PS1,KI2,2026-03-31-c2e0,ai_system.deployer,correct,US Army 101st Airborne Division,US Army
Opus,PS1,KI2,2026-03-31-c2e0,event.event_location,correct,United States,United States
Opus,PS1,KI2,2026-03-31-c2e0,harm.affected_parties,true_negative,not stated,not stated
Opus,PS1,KI2,2026-03-31-928f,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI2,2026-03-31-928f,ai_system.system_type,correct,generative AI,generative AI
Opus,PS1,KI2,2026-03-31-928f,harm.harm_type,correct,economic,economic
Opus,PS1,KI2,2026-03-31-928f,harm.severity,incorrect,severe,moderate
Opus,PS1,KI2,2026-03-31-928f,event.event_date,correct,2026-03-31,2026-03-31
Opus,PS1,KI2,2026-03-31-928f,ai_system.name,correct,Claude,"Claude, Claude Code"
Opus,PS1,KI2,2026-03-31-928f,ai_system.developer,correct,Anthropic,Anthropic
Opus,PS1,KI2,2026-03-31-928f,ai_system.deployer,missing,not stated,Anthropic
Opus,PS1,KI2,2026-03-31-928f,event.event_location,correct,United States,United States
Opus,PS1,KI2,2026-03-31-928f,harm.affected_parties,correct,Anthropic,Anthropic
Opus,PS1,KI2,2026-03-31-e055,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI2,2026-03-31-e055,ai_system.system_type,correct,other,other
Opus,PS1,KI2,2026-03-31-e055,harm.harm_type,correct,economic,economic
Opus,PS1,KI2,2026-03-31-e055,harm.severity,correct,severe,severe
Opus,PS1,KI2,2026-03-31-e055,event.event_date,correct,2026-03-31,2026-03-31
Opus,PS1,KI2,2026-03-31-e055,ai_system.name,correct,LiteLLM,LiteLLM
Opus,PS1,KI2,2026-03-31-e055,ai_system.developer,true_negative,not stated,not stated
Opus,PS1,KI2,2026-03-31-e055,ai_system.deployer,correct,Mercor,Mercor
Opus,PS1,KI2,2026-03-31-e055,event.event_location,correct,United States,United States
Opus,PS1,KI2,2026-03-31-e055,harm.affected_parties,correct,"Mercor customers, thousands of firms using the compromised tool","Mercor customers, thousands of firms"
Opus,PS1,KI2,2026-03-31-01b6,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI2,2026-03-31-01b6,ai_system.system_type,correct,autonomous vehicle,autonomous vehicle
Opus,PS1,KI2,2026-03-31-01b6,harm.harm_type,correct,physical,physical
Opus,PS1,KI2,2026-03-31-01b6,harm.severity,correct,severe,severe
Opus,PS1,KI2,2026-03-31-01b6,event.event_date,missing,not stated,2026-03-31
Opus,PS1,KI2,2026-03-31-01b6,ai_system.name,correct,BlueCruise,BlueCruise
Opus,PS1,KI2,2026-03-31-01b6,ai_system.developer,correct,Ford Motor Company,Ford
Opus,PS1,KI2,2026-03-31-01b6,ai_system.deployer,correct,Ford Motor Company,Ford
Opus,PS1,KI2,2026-03-31-01b6,event.event_location,correct,United States,"San Antonio and Philadelphia, United States"
Opus,PS1,KI2,2026-03-31-01b6,harm.affected_parties,correct,Vehicle occupants and/or occupants of stationary vehicles involved in the crashes,vehicle occupants
Opus,PS1,KI2,2026-04-17-f5bd,event.event_type,correct,AI hazard,AI hazard
Opus,PS1,KI2,2026-04-17-f5bd,ai_system.system_type,incorrect,other,generative AI
Opus,PS1,KI2,2026-04-17-f5bd,harm.harm_type,correct,economic,economic
Opus,PS1,KI2,2026-04-17-f5bd,harm.severity,incorrect,moderate,significant
Opus,PS1,KI2,2026-04-17-f5bd,event.event_date,correct,2026-04-17,2026-04-17
Opus,PS1,KI2,2026-04-17-f5bd,ai_system.name,correct,Claude Mythos,Claude Mythos
Opus,PS1,KI2,2026-04-17-f5bd,ai_system.developer,missing,not stated,Anthropic
Opus,PS1,KI2,2026-04-17-f5bd,ai_system.deployer,true_negative,not stated,not stated
Opus,PS1,KI2,2026-04-17-f5bd,event.event_location,correct,United States,United States
Opus,PS1,KI2,2026-04-17-f5bd,harm.affected_parties,correct,Cal.com and the open-source software community,open-source software community
Opus,PS1,KI3,2026-04-10-eb21,event.event_type,correct,AI hazard,AI hazard
Opus,PS1,KI3,2026-04-10-eb21,ai_system.system_type,correct,generative AI,generative AI
Opus,PS1,KI3,2026-04-10-eb21,harm.harm_type,correct,economic,economic
Opus,PS1,KI3,2026-04-10-eb21,harm.severity,correct,significant,significant
Opus,PS1,KI3,2026-04-10-eb21,event.event_date,correct,2026-04-10,2026-04-10
Opus,PS1,KI3,2026-04-10-eb21,ai_system.name,correct,Mythos,Mythos
Opus,PS1,KI3,2026-04-10-eb21,ai_system.developer,correct,Anthropic,Anthropic
Opus,PS1,KI3,2026-04-10-eb21,ai_system.deployer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-10-eb21,event.event_location,correct,United States,"Washington, United States"
Opus,PS1,KI3,2026-04-10-eb21,harm.affected_parties,correct,financial institutions and banks,financial institutions
Opus,PS1,KI3,2026-04-10-0818,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI3,2026-04-10-0818,ai_system.system_type,correct,other,other
Opus,PS1,KI3,2026-04-10-0818,harm.harm_type,correct,environmental,environmental
Opus,PS1,KI3,2026-04-10-0818,harm.severity,incorrect,severe,significant
Opus,PS1,KI3,2026-04-10-0818,event.event_date,correct,2026-04-10,2026-04-10
Opus,PS1,KI3,2026-04-10-0818,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-10-0818,ai_system.developer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-10-0818,ai_system.deployer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-10-0818,event.event_location,correct,United States,"St. Louis, United States"
Opus,PS1,KI3,2026-04-10-0818,harm.affected_parties,correct,Marginalized communities near coal facilities in North St. Louis,marginalized communities near coal facilities
Opus,PS1,KI3,2026-04-10-2b35,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI3,2026-04-10-2b35,ai_system.system_type,correct,ai agent,ai agent
Opus,PS1,KI3,2026-04-10-2b35,harm.harm_type,correct,rights violation,rights violation
Opus,PS1,KI3,2026-04-10-2b35,harm.severity,correct,moderate,moderate
Opus,PS1,KI3,2026-04-10-2b35,event.event_date,correct,2026-04-10,2026-04-10
Opus,PS1,KI3,2026-04-10-2b35,ai_system.name,correct,Luna,Luna
Opus,PS1,KI3,2026-04-10-2b35,ai_system.developer,correct,Anthropic,"Anthropic, Google"
Opus,PS1,KI3,2026-04-10-2b35,ai_system.deployer,correct,Andon Market,Andon Market
Opus,PS1,KI3,2026-04-10-2b35,event.event_location,correct,"San Francisco, United States","San Francisco, United States"
Opus,PS1,KI3,2026-04-10-2b35,harm.affected_parties,correct,employees of Andon Market,Andon Market employees
Opus,PS1,KI3,2026-04-10-9248,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI3,2026-04-10-9248,ai_system.system_type,correct,recommendation system,recommendation system
Opus,PS1,KI3,2026-04-10-9248,harm.harm_type,correct,psychological,psychological
Opus,PS1,KI3,2026-04-10-9248,harm.severity,correct,significant,significant
Opus,PS1,KI3,2026-04-10-9248,event.event_date,correct,2026-04-10,2026-04-10
Opus,PS1,KI3,2026-04-10-9248,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-10-9248,ai_system.developer,correct,Meta Platforms,Meta Platforms
Opus,PS1,KI3,2026-04-10-9248,ai_system.deployer,correct,Meta Platforms,Meta Platforms
Opus,PS1,KI3,2026-04-10-9248,event.event_location,correct,United States,"Massachusetts, United States"
Opus,PS1,KI3,2026-04-10-9248,harm.affected_parties,correct,young users (adolescents),adolescents
Opus,PS1,KI3,2026-04-09-257d,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI3,2026-04-09-257d,ai_system.system_type,correct,chatbot,chatbot
Opus,PS1,KI3,2026-04-09-257d,harm.harm_type,correct,physical,physical
Opus,PS1,KI3,2026-04-09-257d,harm.severity,correct,severe,severe
Opus,PS1,KI3,2026-04-09-257d,event.event_date,correct,2026-04-09,2026-04-09
Opus,PS1,KI3,2026-04-09-257d,ai_system.name,correct,ChatGPT,ChatGPT
Opus,PS1,KI3,2026-04-09-257d,ai_system.developer,correct,OpenAI,OpenAI
Opus,PS1,KI3,2026-04-09-257d,ai_system.deployer,correct,OpenAI,OpenAI
Opus,PS1,KI3,2026-04-09-257d,event.event_location,correct,United States,"Florida, United States"
Opus,PS1,KI3,2026-04-09-257d,harm.affected_parties,correct,"Florida State University community, minors, individuals at risk of self-harm",Florida State University
Opus,PS1,KI3,2026-04-08-2422,event.event_type,correct,AI hazard,AI hazard
Opus,PS1,KI3,2026-04-08-2422,ai_system.system_type,correct,generative AI,generative AI
Opus,PS1,KI3,2026-04-08-2422,harm.harm_type,incorrect,other,economic
Opus,PS1,KI3,2026-04-08-2422,harm.severity,incorrect,significant,moderate
Opus,PS1,KI3,2026-04-08-2422,event.event_date,correct,2026-04-08,2026-04-08
Opus,PS1,KI3,2026-04-08-2422,ai_system.name,correct,Claude Mythos,Claude Mythos
Opus,PS1,KI3,2026-04-08-2422,ai_system.developer,correct,Anthropic,Anthropic
Opus,PS1,KI3,2026-04-08-2422,ai_system.deployer,missing,not stated,defensive industry consortium
Opus,PS1,KI3,2026-04-08-2422,event.event_location,correct,United States,United States
Opus,PS1,KI3,2026-04-08-2422,harm.affected_parties,missing,not stated,"software industry, general public"
Opus,PS1,KI3,2026-04-08-347d,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI3,2026-04-08-347d,ai_system.system_type,correct,generative AI,generative AI
Opus,PS1,KI3,2026-04-08-347d,harm.harm_type,correct,reputational,"rights violation, reputational"
Opus,PS1,KI3,2026-04-08-347d,harm.severity,incorrect,moderate,significant
Opus,PS1,KI3,2026-04-08-347d,event.event_date,correct,2026-04-08,2026-04-08
Opus,PS1,KI3,2026-04-08-347d,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-08-347d,ai_system.developer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-08-347d,ai_system.deployer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-08-347d,event.event_location,correct,United States,"Florida, United States"
Opus,PS1,KI3,2026-04-08-347d,harm.affected_parties,incorrect,"law enforcement, Black community members depicted in the deepfake","law enforcement, general public"
Opus,PS1,KI3,2026-04-08-99e2,event.event_type,incorrect,AI hazard,AI incident
Opus,PS1,KI3,2026-04-08-99e2,ai_system.system_type,correct,ai agent,ai agent
Opus,PS1,KI3,2026-04-08-99e2,harm.harm_type,correct,economic,"economic, reputational"
Opus,PS1,KI3,2026-04-08-99e2,harm.severity,correct,significant,significant
Opus,PS1,KI3,2026-04-08-99e2,event.event_date,correct,2026-04-08,2026-04-08
Opus,PS1,KI3,2026-04-08-99e2,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-08-99e2,ai_system.developer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-08-99e2,ai_system.deployer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-08-99e2,event.event_location,correct,United States,United States
Opus,PS1,KI3,2026-04-08-99e2,harm.affected_parties,correct,organizations using API-dependent AI agents,organizations using AI agents
Opus,PS1,KI3,2026-04-07-8e86,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI3,2026-04-07-8e86,ai_system.system_type,correct,generative AI,generative AI
Opus,PS1,KI3,2026-04-07-8e86,harm.harm_type,correct,economic,"economic, reputational"
Opus,PS1,KI3,2026-04-07-8e86,harm.severity,incorrect,moderate,significant
Opus,PS1,KI3,2026-04-07-8e86,event.event_date,correct,2026-04-07,2026-04-07
Opus,PS1,KI3,2026-04-07-8e86,ai_system.name,incorrect,Claude Code / Claude Mythos Preview,"Claude Code, Claude Mythos Preview"
Opus,PS1,KI3,2026-04-07-8e86,ai_system.developer,correct,Anthropic,Anthropic
Opus,PS1,KI3,2026-04-07-8e86,ai_system.deployer,correct,Anthropic,Anthropic
Opus,PS1,KI3,2026-04-07-8e86,event.event_location,correct,United States,United States
Opus,PS1,KI3,2026-04-07-8e86,harm.affected_parties,correct,"Anthropic (proprietary information exposed), potential cybersecurity targets","Anthropic, software industry"
Opus,PS1,KI3,2026-04-07-8b71,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI3,2026-04-07-8b71,ai_system.system_type,correct,generative AI,generative AI
Opus,PS1,KI3,2026-04-07-8b71,harm.harm_type,correct,economic,economic
Opus,PS1,KI3,2026-04-07-8b71,harm.severity,correct,severe,severe
Opus,PS1,KI3,2026-04-07-8b71,event.event_date,correct,2026-04-07,2026-04-07
Opus,PS1,KI3,2026-04-07-8b71,ai_system.name,correct,EvilTokens,EvilTokens
Opus,PS1,KI3,2026-04-07-8b71,ai_system.developer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-07-8b71,ai_system.deployer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-07-8b71,event.event_location,correct,United States,United States
Opus,PS1,KI3,2026-04-07-8b71,harm.affected_parties,correct,Microsoft account holders and businesses targeted by BEC attacks,"Microsoft account holders, businesses"
Opus,PS1,KI3,2026-04-07-41ba,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI3,2026-04-07-41ba,ai_system.system_type,correct,facial recognition,facial recognition
Opus,PS1,KI3,2026-04-07-41ba,harm.harm_type,correct,rights violation,"rights violation, psychological, physical"
Opus,PS1,KI3,2026-04-07-41ba,harm.severity,correct,severe,severe
Opus,PS1,KI3,2026-04-07-41ba,event.event_date,correct,2026-04-07,2026-04-07
Opus,PS1,KI3,2026-04-07-41ba,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-07-41ba,ai_system.developer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-07-41ba,ai_system.deployer,correct,Reno Police Department,Reno Police Department
Opus,PS1,KI3,2026-04-07-41ba,event.event_location,correct,"Reno, Nevada, United States","Reno, Nevada, United States"
Opus,PS1,KI3,2026-04-07-41ba,harm.affected_parties,incorrect,Jason Killinger and thousands of other individuals wrongfully arrested,"Jason Killinger, general public"
Opus,PS1,KI3,2026-04-07-8255,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI3,2026-04-07-8255,ai_system.system_type,correct,chatbot,chatbot
Opus,PS1,KI3,2026-04-07-8255,harm.harm_type,correct,psychological,"psychological, physical"
Opus,PS1,KI3,2026-04-07-8255,harm.severity,correct,severe,severe
Opus,PS1,KI3,2026-04-07-8255,event.event_date,correct,2026-04-07,2026-04-07
Opus,PS1,KI3,2026-04-07-8255,ai_system.name,correct,Google Gemini,Gemini
Opus,PS1,KI3,2026-04-07-8255,ai_system.developer,correct,Google,Google
Opus,PS1,KI3,2026-04-07-8255,ai_system.deployer,correct,Google,Google
Opus,PS1,KI3,2026-04-07-8255,event.event_location,correct,United States,"Florida, United States"
Opus,PS1,KI3,2026-04-07-8255,harm.affected_parties,correct,"Users of Google Gemini, including a Florida user who died by suicide and the general public exposed to misinformation",general public
Opus,PS1,KI3,2026-04-07-1215,event.event_type,incorrect,AI hazard,AI incident
Opus,PS1,KI3,2026-04-07-1215,ai_system.system_type,correct,other,other
Opus,PS1,KI3,2026-04-07-1215,harm.harm_type,correct,economic,economic
Opus,PS1,KI3,2026-04-07-1215,harm.severity,correct,significant,significant
Opus,PS1,KI3,2026-04-07-1215,event.event_date,correct,2026-04-07,2026-04-07
Opus,PS1,KI3,2026-04-07-1215,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-07-1215,ai_system.developer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-07-1215,ai_system.deployer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-07-1215,event.event_location,correct,United States,United States
Opus,PS1,KI3,2026-04-07-1215,harm.affected_parties,correct,millions of US workers whose jobs are automated by AI,US workers displaced by AI
Opus,PS1,KI3,2026-04-07-970a,event.event_type,correct,AI hazard,AI hazard
Opus,PS1,KI3,2026-04-07-970a,ai_system.system_type,incorrect,ai agent,generative AI
Opus,PS1,KI3,2026-04-07-970a,harm.harm_type,incorrect,other,economic
Opus,PS1,KI3,2026-04-07-970a,harm.severity,incorrect,severe,significant
Opus,PS1,KI3,2026-04-07-970a,event.event_date,correct,2026-04-07,2026-04-07
Opus,PS1,KI3,2026-04-07-970a,ai_system.name,correct,Claude Mythos,Claude Mythos
Opus,PS1,KI3,2026-04-07-970a,ai_system.developer,correct,Anthropic,Anthropic
Opus,PS1,KI3,2026-04-07-970a,ai_system.deployer,hallucinated,Anthropic,not stated
Opus,PS1,KI3,2026-04-07-970a,event.event_location,correct,United States,United States
Opus,PS1,KI3,2026-04-07-970a,harm.affected_parties,missing,not stated,"software industry, general public"
Opus,PS1,KI3,2026-04-06-73e5,event.event_type,correct,AI hazard,AI hazard
Opus,PS1,KI3,2026-04-06-73e5,ai_system.system_type,incorrect,ai agent,generative AI
Opus,PS1,KI3,2026-04-06-73e5,harm.harm_type,incorrect,psychological,other
Opus,PS1,KI3,2026-04-06-73e5,harm.severity,correct,significant,significant
Opus,PS1,KI3,2026-04-06-73e5,event.event_date,correct,2026-04-06,2026-04-06
Opus,PS1,KI3,2026-04-06-73e5,ai_system.name,incorrect,GPT-5.2 and Gemini 3 Pro,"GPT-5.2, Gemini 3 Pro"
Opus,PS1,KI3,2026-04-06-73e5,ai_system.developer,missing,not stated,"OpenAI, Google"
Opus,PS1,KI3,2026-04-06-73e5,ai_system.deployer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-06-73e5,event.event_location,correct,United States,United States
Opus,PS1,KI3,2026-04-06-73e5,harm.affected_parties,incorrect,Human operators and oversight mechanisms,"AI safety researchers, general public"
Opus,PS1,KI3,2026-04-06-c1da,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI3,2026-04-06-c1da,ai_system.system_type,correct,generative AI,generative AI
Opus,PS1,KI3,2026-04-06-c1da,harm.harm_type,correct,economic,economic
Opus,PS1,KI3,2026-04-06-c1da,harm.severity,correct,significant,significant
Opus,PS1,KI3,2026-04-06-c1da,event.event_date,correct,2026-04-06,2026-04-06
Opus,PS1,KI3,2026-04-06-c1da,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-06-c1da,ai_system.developer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-06-c1da,ai_system.deployer,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-06-c1da,event.event_location,correct,United States,"Pennsylvania, New York, New Hampshire, United States"
Opus,PS1,KI3,2026-04-06-c1da,harm.affected_parties,incorrect,victims of investment scams on Meta platforms,platform victims
Opus,PS1,KI3,2026-04-06-5706,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI3,2026-04-06-5706,ai_system.system_type,correct,autonomous vehicle,autonomous vehicle
Opus,PS1,KI3,2026-04-06-5706,harm.harm_type,correct,economic,"economic, reputational"
Opus,PS1,KI3,2026-04-06-5706,harm.severity,correct,moderate,moderate
Opus,PS1,KI3,2026-04-06-5706,event.event_date,correct,2026-04-06,2026-04-06
Opus,PS1,KI3,2026-04-06-5706,ai_system.name,hallucinated,YFQ-42A Dark Merlin,not stated
Opus,PS1,KI3,2026-04-06-5706,ai_system.developer,correct,General Atomics,General Atomics
Opus,PS1,KI3,2026-04-06-5706,ai_system.deployer,incorrect,United States Air Force,US Air Force
Opus,PS1,KI3,2026-04-06-5706,event.event_location,correct,United States,"California, United States"
Opus,PS1,KI3,2026-04-06-5706,harm.affected_parties,correct,United States Air Force,US Air Force
Opus,PS1,KI3,2026-04-06-843a,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI3,2026-04-06-843a,ai_system.system_type,correct,autonomous vehicle,autonomous vehicle
Opus,PS1,KI3,2026-04-06-843a,harm.harm_type,correct,economic,economic
Opus,PS1,KI3,2026-04-06-843a,harm.severity,correct,minor,minor
Opus,PS1,KI3,2026-04-06-843a,event.event_date,correct,2026-04-06,2026-04-06
Opus,PS1,KI3,2026-04-06-843a,ai_system.name,correct,Actually Smart Summon,Actually Smart Summon
Opus,PS1,KI3,2026-04-06-843a,ai_system.developer,correct,Tesla,Tesla
Opus,PS1,KI3,2026-04-06-843a,ai_system.deployer,correct,Tesla,Tesla
Opus,PS1,KI3,2026-04-06-843a,event.event_location,correct,United States,United States
Opus,PS1,KI3,2026-04-06-843a,harm.affected_parties,incorrect,Property owners affected by minor collisions,Tesla vehicle owners
Opus,PS1,KI3,2026-04-06-58f7,event.event_type,correct,AI incident,AI incident
Opus,PS1,KI3,2026-04-06-58f7,ai_system.system_type,correct,generative AI,generative AI
Opus,PS1,KI3,2026-04-06-58f7,harm.harm_type,correct,rights violation,rights violation
Opus,PS1,KI3,2026-04-06-58f7,harm.severity,correct,significant,significant
Opus,PS1,KI3,2026-04-06-58f7,event.event_date,correct,2026-04-06,2026-04-06
Opus,PS1,KI3,2026-04-06-58f7,ai_system.name,true_negative,not stated,not stated
Opus,PS1,KI3,2026-04-06-58f7,ai_system.developer,correct,Apple Inc.,Apple
Opus,PS1,KI3,2026-04-06-58f7,ai_system.deployer,correct,Apple Inc.,Apple
Opus,PS1,KI3,2026-04-06-58f7,event.event_location,correct,United States,United States
